date,open,high,low,close,volume,amount,pctChg,turn
2024-01-02,64.95329361,64.95654762,62.59739037,62.6722326,11392832,2212162400.36,-2.7273,0.9781
2024-01-03,62.6396925,63.08549187,62.0539707,62.85771117,8448596,1624093056.05,0.296,0.7253
2024-01-04,63.23843034,63.33930465,62.1841311,62.80890102,8987036,1731882120.2,-0.0777,0.7716
2024-01-05,62.62993047,64.2666975,62.19389313,62.69826468,11240188,2187835615.06,-0.1761,0.965
2024-01-08,62.7373128,63.01715766,61.54959915,61.6309494,8107839,1543893918.74,-1.7023,0.6961
2024-01-09,62.151591,63.778596,61.8912702,62.75683686,11218651,2167747851.79,1.8268,0.9632
2024-01-10,62.3793717,62.9000133,61.6960296,61.92055629,7141623,1364589161.69,-1.3326,0.6131
2024-01-11,61.8912702,64.6571787,61.43896281,64.03240878,15986174,3120354835.76,3.4106,1.3725
2024-01-12,64.03240878,64.51074825,63.54756129,63.73629387,8702264,1711086655.61,-0.4624,0.7471
2024-01-15,63.36208272,64.103997,62.61366042,63.32628861,7021993,1364639692.18,-0.6433,0.6029
2024-01-16,63.0952539,63.95756655,62.82517107,63.5508153,8380860,1633959522.52,0.3546,0.7195
2024-01-17,63.1928742,63.30676455,60.7849068,60.7849068,16079471,3050944390.44,-4.3523,1.3805
2024-01-18,60.41069565,62.151591,60.16989891,61.98238248,11459165,2150839668.13,1.97,0.9838
2024-01-19,61.66023549,62.78937696,61.4031687,61.61142534,8090516,1540978198.75,-0.5985,0.6946
2024-01-22,61.45848687,62.2492113,60.05600856,60.30982134,13223973,2487370788.56,-2.1126,1.1353
2024-01-23,60.199185,61.48777296,59.9714043,61.12657785,11072562,2072060503.59,1.3543,0.9506
2024-01-24,61.59190128,61.77737985,59.89981608,61.4031687,9664121,1805379382.4,0.4525,0.8297
2024-01-25,61.46174088,62.1190509,60.41394966,61.7936499,13076908,2470818453.07,0.6359,1.1227
2024-01-26,61.500789,61.500789,60.3618855,60.47902986,11585464,2160578276.22,-2.1274,0.9947
2024-01-29,60.4920459,60.524586,58.02225231,58.06455444,14604252,2647388165.71,-3.9923,1.2538
2024-01-30,56.32040508,57.10136748,55.4157903,55.95920997,19076118,3296016841.46,-3.6259,1.6378
2024-01-31,55.67285709,57.03628728,55.42229832,55.55571273,12536841,2155163736.0,-0.7211,1.0763
2024-02-01,55.31817,56.294373,54.78451236,55.60777689,11665074,1996429636.62,0.0937,1.0015
2024-02-02,55.63055496,55.92992388,53.04361701,54.341967,14799171,2485326236.05,-2.2763,1.2706
2024-02-05,53.691165,55.89738378,52.96552077,54.667368,18621620,3122618402.6,0.5988,1.5987
2024-02-06,54.016566,57.30637011,53.8538655,57.22827387,17618975,3054635572.85,4.6845,1.5127
2024-02-07,57.67732725,59.548383,57.3031161,58.42900356,16009370,2880398921.91,2.0981,1.3745
2024-02-08,59.05702749,59.66227335,58.7999607,58.95289917,11924566,2168509150.22,0.8966,1.0238
2024-02-19,59.83473588,60.31307535,59.17091784,59.7110835,11968707,2192419553.49,1.2861,1.0276
2024-02-20,59.7110835,59.76965568,57.595977,58.25328702,11335736,2023820071.64,-2.4414,0.9732
2024-02-21,57.6285171,60.3944256,57.48534066,59.548383,14769298,2700340930.5,2.2232,1.268
2024-02-22,59.5158429,59.75663964,58.98218526,59.54512899,8090613,1476863326.44,-0.0055,0.6946
2024-02-23,59.54512899,59.87052999,58.84226283,59.44425468,9117490,1660682308.43,-0.1694,0.7828
2024-02-26,60.524586,61.86849213,60.37815555,60.524586,15546076,2912982360.47,1.8174,1.3347
2024-02-27,60.99641745,63.10501593,60.9150672,63.0301737,20634265,3958101886.88,4.1398,1.7715
2024-02-28,63.778596,63.94780452,61.175388,61.175388,16829153,3223632042.64,-2.9427,1.4449
2024-02-29,60.85324101,62.35008561,60.58641219,62.2166712,12236289,2323915656.97,1.7021,1.0505
2024-03-01,62.1190509,62.79588498,61.42594677,62.53556418,12215828,2336111333.57,0.5126,1.0488
2024-03-04,61.82619,62.3793717,61.2079281,61.58864727,12686510,2401200046.06,-1.5142,1.0892
2024-03-05,61.0126875,62.36310165,60.3618855,62.09301882,14962443,2826124074.26,0.8189,1.2846
2024-03-06,61.82619,62.79588498,61.500789,62.36310165,10010040,1914828108.58,0.435,0.8598
2024-03-07,62.49651606,63.11477796,61.4357088,61.46499489,10132688,1935953171.65,-1.4401,0.8703
2024-03-08,61.2730083,61.87500015,60.93133725,61.20467409,6714968,1263993368.05,-0.4235,0.5768
2024-03-11,61.175388,65.0476599,61.175388,64.67019474,27808046,5440726382.81,5.6622,2.3885
2024-03-12,65.405601,67.24737066,64.35455577,66.7397451,24502892,4958824423.44,3.2002,2.1046
2024-03-13,67.33197492,68.4643704,66.97728783,67.14975036,17781291,3691839468.95,0.6143,1.5273
2024-03-14,67.82007642,70.07835936,67.82007642,69.01104408,21135219,4497086169.98,2.7719,1.8153
2024-03-15,68.33421,68.78326338,67.09117818,68.16174747,14662802,3057950743.5,-1.2307,1.2594
2024-03-18,68.93620185,71.01876825,68.85810561,70.94718003,19698182,4250885883.53,4.0865,1.6919
2024-03-19,70.94718003,71.53940985,69.76272039,70.5469368,14697268,3194716172.75,-0.5641,1.2624
2024-03-20,70.61527101,71.84203278,70.61527101,71.09361048,9680523,2118610339.15,0.7749,0.8315
2024-03-21,71.23678692,71.5231398,70.612017,71.24654895,8866709,1938901107.67,0.2151,0.7616
2024-03-22,71.24654895,71.25305697,70.0262952,70.59574695,10467161,2266796544.33,-0.9135,0.899
2024-03-25,70.40701437,70.86908379,69.26160285,69.7008942,9910940,2133902461.97,-1.2676,0.8513
2024-03-26,70.286616,71.58496599,70.04907327,71.4580596,13134627,2864082716.93,2.521,1.1282
2024-03-27,71.46131361,71.4905997,68.33746401,68.97850398,18884898,4058093219.72,-3.4699,1.622
2024-03-28,68.28539985,68.93294784,67.03586001,67.80706038,15943531,3327175192.21,-1.6983,1.3694
2024-03-29,67.82333043,67.85261652,65.46091917,66.07592706,14138108,2873380485.75,-2.553,1.2143
2024-04-01,66.07592706,69.30390498,66.07592706,68.98826601,14290927,2995671850.58,4.4076,1.2275
2024-04-02,68.98826601,70.7096373,68.9199318,69.09564834,10758479,2301699125.87,0.1557,0.9241
2024-04-03,68.4969105,68.69540511,67.53697755,67.73547216,8363379,1747159207.03,-1.9685,0.7183
2024-04-08,67.358007,69.961215,67.15951239,68.985012,12822718,2722271577.79,1.8447,1.1014
2024-04-09,68.90366175,69.95796099,68.77350135,69.01104408,8420846,1791256312.56,0.0377,0.7233
2024-04-10,69.7334343,69.7985145,68.33421,68.93294784,7241085,1537375543.48,-0.1132,0.6219
2024-04-11,68.008809,70.10439144,67.6183278,69.30390498,10085395,2130444827.97,0.5381,0.8662
2024-04-12,68.985012,70.67384319,68.18452554,68.5294506,11491789,2453371047.11,-1.1175,0.987
2024-04-15,68.33421,70.1239155,68.03809509,69.51216162,11333192,2418635356.92,1.434,0.9734
2024-04-16,69.1151724,70.07510535,68.56524471,68.86461363,9832304,2090984650.23,-0.9316,0.8445
2024-04-17,68.659611,69.36898518,68.2040496,69.310413,9692162,2046775944.73,0.6474,0.8325
2024-04-18,68.985012,70.4493165,68.1389694,69.5056536,13399756,2863779538.22,0.2817,1.1509
2024-04-19,69.04683819,69.26811087,67.37753106,68.37651213,11177043,2342512356.49,-1.6245,0.96
2024-04-22,68.33421,68.83207353,67.7159481,67.86563256,6469478,1353615963.08,-0.7472,0.5557
2024-04-23,67.86237855,67.86563256,66.37854999,66.72022104,8729994,1793533842.51,-1.6878,0.7498
2024-04-24,67.32221289,67.9437288,66.5445045,67.49467542,7497892,1546983915.54,1.1607,0.644
2024-04-25,67.4881674,68.82556551,67.23435462,67.98928494,9468384,1980120669.24,0.7328,0.8133
2024-04-26,68.33421,71.51012376,68.33421,71.38321737,25345378,5502292294.48,4.9919,2.1769
2024-04-29,71.93965308,73.3453854,71.17496073,72.03727338,19167593,4256800047.75,0.9163,1.6463
2024-04-30,72.7271235,73.01347638,71.1001185,71.1001185,11555966,2542063035.11,-1.3009,0.9925
2024-05-06,73.215225,74.31833439,72.7271235,73.6382463,18677887,4226418539.22,3.5698,1.6042
2024-05-07,73.6382463,75.48977799,72.90284004,74.80318188,14419048,3301364339.72,1.582,1.2384
2024-05-08,74.36714454,74.47778088,73.540626,73.61546823,9113178,2070673827.4,-1.5878,0.7827
2024-05-09,73.6382463,74.3215884,73.58943615,74.24023815,7900735,1796491172.59,0.8487,0.6786
2024-05-10,73.866027,74.68603752,73.540626,74.1263478,8061330,1833828035.67,-0.1534,0.6923
2024-05-13,73.2803052,73.98317136,72.42775458,73.4430057,8248116,1857506899.26,-0.9219,0.7084
2024-05-14,73.44625971,74.05150557,72.92561811,73.18593891,6261853,1414943425.01,-0.35,0.5387
2024-05-15,73.0525245,73.540626,71.0350383,71.30837514,9973351,2204936672.77,-2.5655,0.8579
2024-05-16,71.31162915,71.57520396,70.48511061,71.03829231,8715722,1901165661.74,-0.3788,0.7498
2024-05-17,71.38972539,71.69560233,70.82678166,71.45480559,7148666,1564639157.87,0.5863,0.615
2024-05-20,71.09361048,72.889824,71.09361048,72.52212087,7595857,1688534368.27,1.4937,0.6534
2024-05-21,72.23251398,72.23576799,70.74868542,71.19123078,8408043,1838619340.95,-1.8352,0.7233
2024-05-22,70.99924419,71.4255195,70.01327916,70.58598492,8839817,1916325810.23,-0.8502,0.7604
2024-05-23,70.23780585,70.23780585,69.47636751,69.94494495,6228723,1336506236.87,-0.9082,0.5358
2024-05-24,69.62930598,69.635814,67.9437288,68.1064293,10287552,2166851356.35,-2.6285,0.885
2024-05-27,68.33421,68.5945308,67.2278466,67.79729835,7604551,1580461907.49,-0.4539,0.6542
2024-05-28,67.9437288,67.97952291,67.22133858,67.48165938,6094646,1265112510.56,-0.4656,0.5243
2024-05-29,68.659611,73.540626,68.65635699,73.1176047,30264777,6633165250.97,8.3518,2.6035
2024-05-30,73.02649242,74.64048138,72.8572839,74.14587186,22379181,5070762670.7,1.4063,1.9251
2024-05-31,74.4517488,75.3628716,73.86277299,74.52333702,18542984,4264400521.58,0.5091,1.5951
2024-06-03,74.52008301,78.25243248,73.53737199,77.1525771,27014589,6370453739.0,3.5281,2.3239
2024-06-04,77.0874969,78.0311598,76.77836595,77.49424815,15742916,3744672009.99,0.4429,1.3543
2024-06-05,77.60163048,80.1462663,77.60163048,78.35330679,19443395,4732184009.34,1.1085,1.6726
